timestamp,n,p,k,ph,umidade,bomba
2026-04-22 12:20:00,0,1,1,6.01,69.7,0
2026-04-22 12:22:00,0,1,1,6.02,70.3,0
2026-04-22 12:24:00,0,1,1,6.07,70.3,0
2026-04-22 12:26:00,0,1,1,6.08,69.7,0
2026-04-22 12:28:00,0,1,1,6.06,71.0,0
2026-04-22 12:30:00,0,1,1,6.13,70.6,0
2026-04-22 12:32:00,0,1,1,6.1,71.2,0
2026-04-22 12:34:00,0,1,1,6.05,70.0,0
2026-04-22 12:36:00,0,1,1,6.12,69.6,0
2026-04-22 12:38:00,0,1,1,6.11,69.4,0
2026-04-22 12:40:00,0,0,1,6.14,70.4,0
2026-04-22 12:42:00,0,0,1,6.22,72.0,0
2026-04-22 12:44:00,0,0,1,6.17,71.8,0
2026-04-22 12:46:00,0,0,1,6.26,71.6,0
2026-04-22 12:48:00,0,0,1,6.29,70.4,0
2026-04-22 12:50:00,0,0,1,6.27,70.6,0
2026-04-22 12:52:00,0,0,1,6.29,69.5,0
2026-04-22 12:54:00,0,0,1,6.26,69.8,0
2026-04-22 12:56:00,0,0,1,6.35,68.9,0
2026-04-22 12:58:00,0,0,1,6.36,70.9,0
2026-04-22 13:00:00,0,0,1,6.36,69.5,0
2026-04-22 13:02:00,0,0,1,6.37,68.1,0
2026-04-22 13:04:00,0,0,1,6.33,67.9,0
2026-04-22 13:06:00,0,0,1,6.32,67.0,0
2026-04-22 13:08:00,0,0,1,6.28,66.8,0
2026-04-22 13:10:00,0,0,1,6.3,67.0,0
2026-04-22 13:12:00,0,0,1,6.34,67.2,0
2026-04-22 13:14:00,0,0,1,6.33,68.2,0
2026-04-22 13:16:00,0,0,1,6.36,68.4,0
2026-04-22 13:18:00,0,0,1,6.35,67.7,0
2026-04-22 13:20:00,0,0,1,6.33,67.6,0
2026-04-22 13:22:00,0,0,1,6.28,68.3,0
2026-04-22 13:24:00,0,0,1,6.3,68.4,0
2026-04-22 13:26:00,0,0,1,6.25,68.8,0
2026-04-22 13:28:00,0,0,1,6.26,69.2,0
2026-04-22 13:30:00,0,0,1,6.26,69.6,0
2026-04-22 13:32:00,0,0,1,6.22,69.8,0
2026-04-22 13:34:00,0,0,1,6.26,68.3,0
2026-04-22 13:36:00,0,0,1,6.21,67.5,0
2026-04-22 13:38:00,0,0,1,6.25,67.6,0
2026-04-22 13:40:00,0,1,1,6.26,67.8,0
2026-04-22 13:42:00,0,1,1,6.27,67.6,0
2026-04-22 13:44:00,0,1,1,6.25,67.8,0
2026-04-22 13:46:00,0,1,1,6.19,68.1,0
2026-04-22 13:48:00,0,1,1,6.21,68.5,0
2026-04-22 13:50:00,0,1,1,6.22,68.7,0
2026-04-22 13:52:00,0,1,1,6.12,69.5,0
2026-04-22 13:54:00,0,1,1,6.17,69.2,0
2026-04-22 13:56:00,0,1,1,6.2,68.2,0
2026-04-22 13:58:00,0,1,1,6.19,68.1,0
2026-04-22 14:00:00,0,1,0,6.14,68.7,0
2026-04-22 14:02:00,0,1,0,6.1,67.5,0
2026-04-22 14:04:00,0,1,0,6.11,66.9,0
2026-04-22 14:06:00,0,1,0,5.99,67.8,0
2026-04-22 14:08:00,0,1,0,6.01,67.6,0
2026-04-22 14:10:00,0,1,0,6.02,66.4,0
2026-04-22 14:12:00,0,1,0,6.02,66.7,0
2026-04-22 14:14:00,0,1,0,5.92,67.0,0
2026-04-22 14:16:00,0,1,0,5.88,67.6,0
2026-04-22 14:18:00,0,1,0,5.84,66.9,0
2026-04-22 14:20:00,0,1,0,5.87,66.9,0
2026-04-22 14:22:00,0,1,0,5.87,66.7,0
2026-04-22 14:24:00,0,0,0,5.83,66.5,0
2026-04-22 14:26:00,0,0,0,5.82,68.3,0
2026-04-22 14:28:00,0,0,0,5.77,68.7,0
2026-04-22 14:30:00,0,0,0,5.86,68.5,0
2026-04-22 14:32:00,0,0,0,5.85,67.8,0
2026-04-22 14:34:00,0,0,0,5.78,68.9,0
2026-04-22 14:36:00,0,0,0,5.84,67.3,0
2026-04-22 14:38:00,0,0,0,5.88,67.2,0
2026-04-22 14:40:00,0,0,0,5.88,66.7,0
2026-04-22 14:42:00,0,0,0,5.86,65.8,0
2026-04-22 14:44:00,0,0,0,5.93,66.2,0
2026-04-22 14:46:00,0,0,0,5.92,66.3,0
2026-04-22 14:48:00,0,0,0,5.87,66.6,0
2026-04-22 14:50:00,0,0,0,5.87,67.5,0
2026-04-22 14:52:00,0,0,0,5.81,66.1,0
2026-04-22 14:54:00,0,0,0,5.8,65.3,0
2026-04-22 14:56:00,0,0,0,5.78,65.0,0
2026-04-22 14:58:00,0,0,0,5.84,64.4,0
2026-04-22 15:00:00,0,0,0,5.76,65.3,0
2026-04-22 15:02:00,0,0,0,5.68,65.0,0
2026-04-22 15:04:00,0,0,0,5.71,66.1,0
2026-04-22 15:06:00,0,0,0,5.66,66.0,0
2026-04-22 15:08:00,0,0,0,5.62,66.7,0
2026-04-22 15:10:00,0,0,0,5.64,68.0,0
2026-04-22 15:12:00,0,0,0,5.69,68.6,0
2026-04-22 15:14:00,0,0,0,5.71,68.8,0
2026-04-22 15:16:00,0,0,0,5.82,68.9,0
2026-04-22 15:18:00,0,1,0,5.86,68.9,0
2026-04-22 15:20:00,0,1,0,5.83,68.7,0
2026-04-22 15:22:00,0,1,0,5.8,67.7,0
2026-04-22 15:24:00,0,1,0,5.77,68.0,0
2026-04-22 15:26:00,0,1,0,5.83,68.1,0
2026-04-22 15:28:00,0,1,0,5.97,67.4,0
2026-04-22 15:30:00,0,1,0,5.93,66.3,0
2026-04-22 15:32:00,0,1,0,5.9,65.6,0
2026-04-22 15:34:00,0,1,0,5.83,65.9,0
2026-04-22 15:36:00,0,1,0,5.78,65.1,0
2026-04-22 15:38:00,0,1,0,5.72,65.6,0
2026-04-22 15:40:00,0,1,0,5.77,65.3,0
2026-04-22 15:42:00,0,1,0,5.79,65.9,0
2026-04-22 15:44:00,0,1,0,5.84,66.6,0
2026-04-22 15:46:00,0,1,0,5.79,67.9,0
2026-04-22 15:48:00,0,1,0,5.8,66.4,0
2026-04-22 15:50:00,0,1,0,5.89,68.0,0
2026-04-22 15:52:00,0,1,0,5.83,68.8,0
2026-04-22 15:54:00,0,1,0,5.78,69.0,0
2026-04-22 15:56:00,0,1,0,5.77,68.2,0
2026-04-22 15:58:00,0,1,0,5.72,66.9,0
2026-04-22 16:00:00,0,1,0,5.73,66.9,0
2026-04-22 16:02:00,0,1,0,5.71,67.4,0
2026-04-22 16:04:00,0,1,0,5.69,68.0,0
2026-04-22 16:06:00,0,1,0,5.68,68.6,0
2026-04-22 16:08:00,0,1,0,5.66,68.9,0
2026-04-22 16:10:00,0,1,0,5.54,68.9,0
2026-04-22 16:12:00,0,1,0,5.58,69.3,0
2026-04-22 16:14:00,0,1,0,5.65,67.7,0
2026-04-22 16:16:00,0,1,0,5.69,65.8,0
2026-04-22 16:18:00,0,1,0,5.63,65.4,0
2026-04-22 16:20:00,0,1,0,5.65,65.0,0
2026-04-22 16:22:00,0,1,0,5.67,63.9,0
2026-04-22 16:24:00,0,1,0,5.69,65.3,0
2026-04-22 16:26:00,0,1,0,5.68,65.0,0
2026-04-22 16:28:00,0,1,0,5.78,65.4,0
2026-04-22 16:30:00,0,1,0,5.77,65.4,0
2026-04-22 16:32:00,0,1,0,5.8,65.8,0
2026-04-22 16:34:00,0,1,0,5.8,66.0,0
2026-04-22 16:36:00,0,1,0,5.83,65.7,0
2026-04-22 16:38:00,0,1,0,5.82,64.4,0
2026-04-22 16:40:00,0,1,0,5.82,64.1,0
2026-04-22 16:42:00,0,1,0,5.84,65.4,0
2026-04-22 16:44:00,0,1,0,5.87,63.4,0
2026-04-22 16:46:00,0,1,0,5.92,62.4,0
2026-04-22 16:48:00,0,1,0,5.93,62.7,0
2026-04-22 16:50:00,0,1,0,6.0,62.5,0
2026-04-22 16:52:00,0,1,0,5.99,63.5,0
2026-04-22 16:54:00,0,1,0,6.04,64.5,0
2026-04-22 16:56:00,0,1,0,5.96,64.7,0
2026-04-22 16:58:00,0,1,0,6.01,64.8,0
2026-04-22 17:00:00,0,1,0,6.03,65.5,0
2026-04-22 17:02:00,0,1,0,6.13,66.5,0
2026-04-22 17:04:00,0,1,0,6.14,66.8,0
2026-04-22 17:06:00,0,1,0,6.12,65.8,0
2026-04-22 17:08:00,0,1,0,6.15,66.4,0
2026-04-22 17:10:00,0,1,0,6.09,67.2,0
2026-04-22 17:12:00,0,1,0,6.14,66.6,0
2026-04-22 17:14:00,0,1,0,6.17,66.7,0
2026-04-22 17:16:00,0,1,0,6.1,66.7,0
2026-04-22 17:18:00,0,1,0,6.09,68.2,0
2026-04-22 17:20:00,0,1,0,6.11,70.0,0
2026-04-22 17:22:00,0,1,0,6.18,70.5,0
2026-04-22 17:24:00,0,1,0,6.18,72.2,0
2026-04-22 17:26:00,0,1,0,6.24,72.9,0
2026-04-22 17:28:00,0,1,0,6.29,73.0,0
2026-04-22 17:30:00,0,1,0,6.2,72.8,0
2026-04-22 17:32:00,0,1,0,6.21,73.2,0
2026-04-22 17:34:00,0,1,0,6.28,73.1,0
2026-04-22 17:36:00,0,1,0,6.37,72.9,0
2026-04-22 17:38:00,0,1,0,6.44,72.6,0
2026-04-22 17:40:00,0,1,0,6.45,73.4,0
2026-04-22 17:42:00,0,1,0,6.49,73.2,0
2026-04-22 17:44:00,0,1,0,6.49,73.2,0
2026-04-22 17:46:00,0,1,0,6.55,72.3,0
2026-04-22 17:48:00,0,1,0,6.53,72.4,0
2026-04-22 17:50:00,0,1,0,6.54,74.2,0
2026-04-22 17:52:00,0,1,0,6.51,73.0,0
2026-04-22 17:54:00,0,1,0,6.51,73.7,0
2026-04-22 17:56:00,0,1,0,6.41,74.6,0
2026-04-22 17:58:00,0,1,0,6.48,74.7,0
2026-04-22 18:00:00,0,1,0,6.52,74.4,0
2026-04-22 18:02:00,0,1,0,6.52,74.0,0
2026-04-22 18:04:00,0,1,0,6.59,73.3,0
2026-04-22 18:06:00,0,1,0,6.61,73.3,0
2026-04-22 18:08:00,0,1,0,6.54,73.4,0
2026-04-22 18:10:00,0,1,0,6.54,72.0,0
2026-04-22 18:12:00,0,1,0,6.52,72.9,0
2026-04-22 18:14:00,0,1,0,6.46,73.7,0
2026-04-22 18:16:00,0,1,0,6.48,73.1,0
2026-04-22 18:18:00,0,1,0,6.48,72.4,0
2026-04-22 18:20:00,0,1,0,6.46,72.5,0
2026-04-22 18:22:00,0,1,0,6.42,71.8,0
2026-04-22 18:24:00,0,1,0,6.32,72.3,0
2026-04-22 18:26:00,0,1,0,6.28,71.8,0
2026-04-22 18:28:00,0,1,0,6.29,72.2,0
2026-04-22 18:30:00,0,1,0,6.23,72.0,0
2026-04-22 18:32:00,0,1,0,6.25,71.2,0
2026-04-22 18:34:00,0,1,0,6.28,70.7,0
2026-04-22 18:36:00,0,1,0,6.23,69.6,0
2026-04-22 18:38:00,0,1,0,6.27,70.6,0
2026-04-22 18:40:00,0,1,0,6.18,69.6,0
2026-04-22 18:42:00,0,1,0,6.17,69.2,0
2026-04-22 18:44:00,0,1,0,6.12,69.0,0
2026-04-22 18:46:00,0,1,0,6.17,68.7,0
2026-04-22 18:48:00,0,1,0,6.08,68.0,0
2026-04-22 18:50:00,0,1,0,6.07,66.8,0
2026-04-22 18:52:00,0,1,0,6.1,66.5,0
2026-04-22 18:54:00,0,1,0,6.1,65.9,0
2026-04-22 18:56:00,0,1,0,6.08,66.1,0
2026-04-22 18:58:00,0,1,0,6.07,66.3,0
2026-04-22 19:00:00,0,1,0,6.11,66.8,0
2026-04-22 19:02:00,0,1,0,6.02,67.0,0
2026-04-22 19:04:00,0,1,0,6.06,66.0,0
2026-04-22 19:06:00,0,1,0,6.14,65.7,0
2026-04-22 19:08:00,0,1,0,6.22,65.2,0
2026-04-22 19:10:00,0,1,0,6.31,63.9,0
2026-04-22 19:12:00,0,1,0,6.36,63.7,0
2026-04-22 19:14:00,0,1,0,6.28,64.3,0
2026-04-22 19:16:00,0,1,0,6.2,63.3,0
2026-04-22 19:18:00,0,1,0,6.12,64.2,0
2026-04-22 19:20:00,0,1,0,6.22,63.9,0
2026-04-22 19:22:00,0,1,0,6.21,64.4,0
2026-04-22 19:24:00,0,1,0,6.22,64.7,0
2026-04-22 19:26:00,0,1,0,6.21,65.5,0
2026-04-22 19:28:00,0,1,0,6.15,66.1,0
2026-04-22 19:30:00,0,1,0,6.24,65.8,0
2026-04-22 19:32:00,1,1,0,6.19,65.5,0
2026-04-22 19:34:00,1,1,0,6.22,65.6,0
2026-04-22 19:36:00,1,1,0,6.26,64.4,0
2026-04-22 19:38:00,1,1,0,6.33,64.5,0
2026-04-22 19:40:00,1,1,0,6.28,65.0,0
2026-04-22 19:42:00,1,1,0,6.24,63.8,0
2026-04-22 19:44:00,1,1,0,6.3,63.2,0
2026-04-22 19:46:00,1,1,0,6.29,62.4,0
2026-04-22 19:48:00,1,0,0,6.23,62.7,0
2026-04-22 19:50:00,1,0,0,6.26,62.1,0
2026-04-22 19:52:00,1,0,0,6.28,62.6,0
2026-04-22 19:54:00,1,0,0,6.24,61.4,0
2026-04-22 19:56:00,1,0,0,6.3,60.8,0
2026-04-22 19:58:00,1,0,0,6.29,61.7,0
2026-04-22 20:00:00,1,0,0,6.17,61.3,0
2026-04-22 20:02:00,1,0,0,6.07,61.8,0
2026-04-22 20:04:00,1,0,0,6.13,60.6,0
2026-04-22 20:06:00,1,0,0,6.1,60.2,0
2026-04-22 20:08:00,1,0,0,6.06,59.8,0
2026-04-22 20:10:00,1,0,0,6.09,59.1,0
2026-04-22 20:12:00,1,0,0,6.16,59.6,0
2026-04-22 20:14:00,1,0,0,6.19,59.6,0
2026-04-22 20:16:00,1,0,0,6.18,60.1,0
2026-04-22 20:18:00,1,0,0,6.22,59.8,0
2026-04-22 20:20:00,1,0,0,6.27,60.2,0
2026-04-22 20:22:00,1,0,0,6.23,61.1,0
2026-04-22 20:24:00,1,0,0,6.22,61.2,0
2026-04-22 20:26:00,1,0,0,6.21,59.9,0
2026-04-22 20:28:00,1,0,0,6.15,60.6,0
2026-04-22 20:30:00,1,0,0,6.22,60.7,0
2026-04-22 20:32:00,1,0,0,6.22,61.1,0
2026-04-22 20:34:00,1,0,0,6.23,60.8,0
2026-04-22 20:36:00,1,0,0,6.27,60.6,0
2026-04-22 20:38:00,1,0,0,6.32,61.0,0
2026-04-22 20:40:00,1,0,0,6.25,61.2,0
2026-04-22 20:42:00,1,0,0,6.08,60.2,0
2026-04-22 20:44:00,1,0,0,6.09,60.6,0
2026-04-22 20:46:00,1,0,0,5.97,61.4,0
2026-04-22 20:48:00,1,0,0,5.91,61.1,0
2026-04-22 20:50:00,1,0,0,5.97,61.8,0
2026-04-22 20:52:00,1,0,0,6.0,61.4,0
2026-04-22 20:54:00,1,0,0,6.06,61.5,0
2026-04-22 20:56:00,1,0,0,6.09,59.3,0
2026-04-22 20:58:00,1,0,0,6.11,60.0,0
2026-04-22 21:00:00,1,0,0,6.14,59.3,0
2026-04-22 21:02:00,1,0,0,6.15,59.2,0
2026-04-22 21:04:00,1,0,0,6.22,60.2,0
2026-04-22 21:06:00,1,0,0,6.2,60.3,0
2026-04-22 21:08:00,1,0,0,6.14,60.8,0
2026-04-22 21:10:00,1,0,0,6.13,61.3,0
2026-04-22 21:12:00,1,0,0,6.15,61.2,0
2026-04-22 21:14:00,1,0,0,6.22,61.0,0
2026-04-22 21:16:00,1,0,0,6.17,60.4,0
2026-04-22 21:18:00,1,0,0,6.09,59.1,0
2026-04-22 21:20:00,1,0,0,6.11,60.7,0
2026-04-22 21:22:00,1,0,0,6.08,60.8,0
2026-04-22 21:24:00,1,0,0,6.07,60.6,0
2026-04-22 21:26:00,1,0,0,6.03,60.2,0
2026-04-22 21:28:00,1,0,0,6.07,59.5,0
2026-04-22 21:30:00,1,0,0,6.09,58.7,0
2026-04-22 21:32:00,1,0,0,6.06,59.1,0
2026-04-22 21:34:00,1,0,0,6.11,58.1,0
2026-04-22 21:36:00,1,0,0,6.14,58.1,0
2026-04-22 21:38:00,1,0,0,6.17,59.9,0
2026-04-22 21:40:00,1,0,0,6.15,61.6,0
2026-04-22 21:42:00,1,0,0,6.12,61.5,0
2026-04-22 21:44:00,1,0,0,6.14,59.9,0
2026-04-22 21:46:00,1,0,0,6.17,59.2,0
2026-04-22 21:48:00,1,0,0,6.18,59.8,0
2026-04-22 21:50:00,0,0,0,6.15,59.5,0
2026-04-22 21:52:00,0,0,0,6.09,60.5,0
2026-04-22 21:54:00,0,0,0,6.13,59.6,0
2026-04-22 21:56:00,0,0,0,6.16,60.5,0
2026-04-22 21:58:00,0,0,0,6.15,61.7,0
2026-04-22 22:00:00,0,0,0,6.21,60.5,0
2026-04-22 22:02:00,0,0,0,6.17,60.6,0
2026-04-22 22:04:00,0,0,0,6.18,61.0,0
2026-04-22 22:06:00,0,0,0,6.2,59.9,0
2026-04-22 22:08:00,0,0,0,6.18,59.6,0
2026-04-22 22:10:00,0,0,0,6.22,59.3,0
2026-04-22 22:12:00,0,0,0,6.18,59.2,0
2026-04-22 22:14:00,0,0,0,6.06,58.1,0
2026-04-22 22:16:00,0,0,0,5.98,58.0,0
2026-04-22 22:18:00,0,0,0,5.97,59.3,0
2026-04-22 22:20:00,0,0,0,5.9,59.1,0
2026-04-22 22:22:00,0,0,0,5.84,58.0,0
2026-04-22 22:24:00,0,0,0,5.86,59.9,0
2026-04-22 22:26:00,0,0,0,5.89,59.7,0
2026-04-22 22:28:00,0,0,0,5.77,60.0,0
2026-04-22 22:30:00,0,0,0,5.79,60.4,0
2026-04-22 22:32:00,0,0,0,5.73,59.9,0
2026-04-22 22:34:00,0,0,0,5.71,60.5,0
2026-04-22 22:36:00,0,0,0,5.64,60.3,0
2026-04-22 22:38:00,0,0,0,5.67,60.5,0
2026-04-22 22:40:00,0,0,0,5.67,61.2,0
2026-04-22 22:42:00,0,0,0,5.62,61.0,0
2026-04-22 22:44:00,0,0,0,5.59,61.2,0
2026-04-22 22:46:00,0,0,0,5.68,59.6,0
2026-04-22 22:48:00,0,0,0,5.64,59.8,0
2026-04-22 22:50:00,0,0,0,5.69,59.3,0
2026-04-22 22:52:00,0,0,0,5.75,59.6,0
2026-04-22 22:54:00,0,0,0,5.8,60.3,0
2026-04-22 22:56:00,0,0,0,5.75,59.8,0
2026-04-22 22:58:00,0,0,0,5.79,58.7,0
2026-04-22 23:00:00,0,0,0,5.79,59.8,0
2026-04-22 23:02:00,0,0,0,5.75,61.3,0
2026-04-22 23:04:00,0,0,0,5.74,62.0,0
2026-04-22 23:06:00,0,0,0,5.77,62.8,0
2026-04-22 23:08:00,0,0,0,5.73,64.5,0
2026-04-22 23:10:00,0,0,0,5.83,65.3,0
2026-04-22 23:12:00,0,0,0,5.83,63.4,0
2026-04-22 23:14:00,0,0,0,5.83,63.5,0
2026-04-22 23:16:00,0,0,0,5.82,64.1,0
2026-04-22 23:18:00,0,0,0,5.83,62.2,0
2026-04-22 23:20:00,0,0,0,5.85,62.4,0
2026-04-22 23:22:00,0,0,0,5.88,62.4,0
2026-04-22 23:24:00,0,0,0,5.85,61.1,0
2026-04-22 23:26:00,0,0,0,5.79,62.3,0
2026-04-22 23:28:00,0,0,0,5.77,62.1,0
2026-04-22 23:30:00,0,0,0,5.8,62.1,0
2026-04-22 23:32:00,0,0,0,5.79,62.7,0
2026-04-22 23:34:00,0,0,0,5.73,62.0,0
2026-04-22 23:36:00,0,0,0,5.78,61.7,0
2026-04-22 23:38:00,0,0,0,5.74,61.5,0
2026-04-22 23:40:00,0,0,0,5.8,61.2,0
2026-04-22 23:42:00,0,0,0,5.87,62.0,0
2026-04-22 23:44:00,0,0,0,5.85,61.1,0
2026-04-22 23:46:00,0,0,0,5.89,61.3,0
2026-04-22 23:48:00,0,0,0,5.92,62.0,0
2026-04-22 23:50:00,0,0,0,5.91,61.8,0
2026-04-22 23:52:00,0,0,0,5.9,61.3,0
2026-04-22 23:54:00,0,0,0,5.92,61.7,0
2026-04-22 23:56:00,0,0,0,5.91,60.3,0
2026-04-22 23:58:00,0,0,0,5.92,60.0,0
2026-04-23 00:00:00,0,0,0,5.87,59.9,0
